symbol,name
539681.NS,dynamic Archistructures Limited
539682.NS,LUCENT INDUSTRIES LIMITED
539683.NS,Shivkamal Impex Limited
539686.NS,K.P. Energy Limited
539691.NS,REAL GROWTH CORPORATION LIMITED
539692.NS,INTERACTIVE FINANCIAL SERVICES LIMITED
539697.NS,HILIKS TECHNOLOGIES LIMITED
539724.NS,HYPERSOFT TECHNOLOGIES LIMITED
539725.NS,Gokul Agro Resources Ltd
539730.NS,Fredun Pharmaceuticals Limited
539742.NS,Simbhaoli Sugars Ltd
539760.NS,Relicab Cable Manufacturing Limited
539761.NS,Vantage Knowledge Academy Limited
539762.NS,MODERN ENGINEERING AND PROJECTS LIMITED
539767.NS,Mega Nirman & Industries Limited
539770.NS,Darjeeling Ropeway Company Limited
539773.NS,Advik Capital Limited
539784.NS,LIC Mutual Fund
539785.NS,Pudumjee Paper Products Limited
539787.NS,HealthCare Global Enterprises Limited
539788.NS,Khemani Distributors & Marketing Limited
539798.NS,Umiya Tubes Limited
539799.NS,Bharat Wire Ropes Limited
539800.NS,CHD Chemicals Limited
539807.NS,INFIBEAM AVENUES LIMITED
539814.NS,LE LAVOIR LIMITED
539819.NS,Mudra Financial Services Ltd.
539834.NS,Balgopal Commercial limited
539835.NS,Superior Finlease Limited
539837.NS,RAGHAV PRODUCTIVITY ENHANCERS LIMITED
539839.NS,Franklin Leasing and Finance Limited
539841.NS,Lancer Container Lines Limited
539843.NS,NINtec Systems Limited
539854.NS,Halder Venture Limited
539861.NS,SKIL Infrastructure Limited
539871.NS,Thyrocare Technologies Limited
539872.NS,Bajaj Healthcare Limited
539875.NS,RSD Finance Limited
539876.NS,Crompton Greaves Consumer Electricals Limited
539883.NS,Pilani Investment And Industries Corporation Limited
539884.NS,Darshan Orna Limited
539889.NS,Parag Milk Foods Limited
539894.NS,Madhav Infra Projects Limited
539895.NS,Shalimar Agencies Limited
539911.NS,Svarnim Trade Udyog Limited
539917.NS,NAGARJUNA FERTILIZERS AND CHEMICALS LTD.
539921.NS,Shanti Educational Initiatives Limited
539922.NS,Rotographics (India) Limited
539927.NS,LIKHAMI CONSULTING LIMITED
539938.NS,Medico Intercontinental Limited
539939.NS,Yash Chemex Limited
539945.NS,ICICI Prudential Mutual Fund
539946.NS,Bazel International Limited
539947.NS,JINDAL LEASEFIN LIMITED
539956.NS,TAAL Enterprises Limited
539957.NS,Mahanagar Gas Limited
539963.NS,Zeal Aqua Limited
539978.NS,Quess Corp Limited
539979.NS,DIGJAM LIMITED
539980.NS,ICICI Prudential Mutual Fund
539982.NS,Advance Syntex Limited
539984.NS,HINDUSTHAN URBAN INFRASTRUCTURE LIMITED
539985.NS,Titaanium Ten Enterprise Limited
539986.NS,Commercial Syn Bags Limited
539991.NS,CONFIDENCE FUTURISTIC ENERGETECH LIMITED
539992.NS,LLOYDS ENGINEERING WORKS LIMITED
539997.NS,Kwality Pharmaceuticals Limited
540005.NS,LTIMindtree Limited
540006.NS,EAST WEST FREIGHT CARRIERS LTD
540008.NS,Aditya Birla Sun Life Mutual Fund
540023.NS,COLORCHIPS NEW MEDIA LIMITED
540025.NS,Advanced Enzyme Technologies Limited
540026.NS,Ladam Affortable Housing Limited
540047.NS,Dilip Buildcon Limited
540048.NS,S.P. Apparels Limited
540061.NS,Bigbloc Construction Limited
540062.NS,Golden Crest Education & Services Limited
540063.NS,ECS Biztech Limited
540065.NS,RBL Bank Limited
540066.NS,AMS POLYMERS LIMITED
540072.NS,Shiva Granito Export Limited
540073.NS,BLS International Services Ltd
540078.NS,Mitsu Chem Plast Limited
540079.NS,Sprayking Limited
540080.NS,Dhatre Udyog Limited
540081.NS,Sab Events & Governance Now Media Limited
540082.NS,Riddhi Steel and Tube Limited
540083.NS,TV VISION LIMITED
540097.NS,GAMCO LIMITED
540108.NS,TIAAN CONSUMER LIMITED
540115.NS,L&T Technology Services Limited
540124.NS,G N A Axles Limited
540125.NS,Radhika Jeweltech Limited
540132.NS,Sabrimala Industries India Limited
540133.NS,ICICI Prudential Life Insurance Company Limited
540134.NS,ISHAAN INFRASTRUCTURE AND SHELTERS LIMITED
540135.NS,ARC Finance Limited
540136.NS,HPL Electric & Power Limited
540143.NS,Sagarsoft (India) Limited
540144.NS,DRA CONSULTANTS LIMITED
540145.NS,Valiant Organics Limited
540146.NS,ADITYA CONSUMER MARKETING LIMITED
540147.NS,Shashijit Infraprojects Limited
540148.NS,Bindal Exports Limited
540150.NS,Mewar Hi-Tech Engineering Limited
540151.NS,Diksat Transworld Limited
540153.NS,Endurance Technologies Limited
540154.NS,Bandhan Mutual Fund
540159.NS,Purple Entertainment Limited
540168.NS,Supra Pacific Financial Services Limited
540173.NS,PNB Housing Finance Limited
540174.NS,Southern Infosys Limited
540175.NS,REGENCY FINCORP LIMITED
540180.NS,Varun Beverages Limited
540181.NS,Salem Erode Investments Ltd.
540190.NS,Franklin Industries Limited
540192.NS,LKP Securities Limited
540198.NS,OSIAJEE TEXFAB LIMITED
540199.NS,Corporate Merchant Bankers Limited
540203.NS,Sheela Foam Limited
540204.NS,EIKO LIFESCIENCES LIMITED
540205.NS,Aditya Vision Limited
540210.NS,Heads UP Ventures Limited
540212.NS,TCI Express Limited
540221.NS,Shashank Traders Limited
540222.NS,Laurus Labs Limited
540243.NS,NEW LIGHT APPARELS LIMTED
540252.NS,VEERAM SECURITIES LIMITED
540254.NS,MARG TECHNO PROJECTS LIMITED
540259.NS,SHANGAR DECOR LIMITED
540266.NS,Globe Commercials Limited
540267.NS,Flora Corporation Limited
540268.NS,TruCap Finance Limited
540269.NS,SUPER FINE KNITTERS LIMITED
540270.NS,Raideep Industries Limited
540293.NS,Pricol Limited
540310.NS,Classic Filaments Limited
540311.NS,JITF INFRALOGISTICS LIMITED
540318.NS,Sueryaa Knitwear Limited
540332.NS,Tanvi Foods (India) Limited
540358.NS,RMC SWITCHGEARS LIMITED
540359.NS,Parmax Pharma Limited
540360.NS,LEADING LEASING FINANCE AND INVESTMENT CO. LIMITED
540361.NS,DANUBE INDUSTRIES LIMITED
540366.NS,Music Broadcast Limited
540376.NS,Avenue Supermarts Limited
540377.NS,IFL ENTERPRISES LIMITED
540386.NS,Ontic Finserve Limited
540393.NS,Sarthak Metals Limited
540395.NS,Chemcrux Enterprises Limited
540396.NS,Manomay Tex India Limited
540401.NS,Maximus International Limited
540402.NS,Manas Properties Limited
540403.NS,CL Educate Limited
540404.NS,PRIME FRESH LIMITED
540405.NS,Oceanic Foods Limited
540416.NS,Octaware Technologies Limited
540425.NS,Shankara Building Products Limited
540455.NS,Escorp Asset Management Limited
540467.NS,PARMESHWARI SILK MILLS LIMITED
540468.NS,KMS Medisurgi Limited
540481.NS,Classic Leasing & Finance Ltd.
540492.NS,STARLINEPS ENTERPRISES LIMITED
540497.NS,S Chand And Company Limited
540515.NS,KANUNGO FINANCIERS LIMITED
540519.NS,Meera Industries Limited
540530.NS,Housing &Urban Development Corporation Ltd.
540544.NS,PSP Projects Limited
540545.NS,Bhakti Gems And Jewellery Limited
540550.NS,Yug Decor Limited
540570.NS,VARIMAN GLOBAL ENTERPRISES LIMITED
540575.NS,Star Cement Limited
540590.NS,Riddhi Corporate Services Limited
540595.NS,Tejas Networks Limited
540596.NS,Eris Lifesciences Limited
540597.NS,Containerway International Limited
540602.NS,GTPL Hathway Limited
540611.NS,AU Small Finance Bank Limited
540612.NS,ICICI Prudential Mutual Fund
540613.NS,Gautam Exim Limited
540614.NS,G G Engineering Limited
540615.NS,7NR Retail Limited
540642.NS,Salasar Techno Engineering Limited
540647.NS,Ganges Securities Ltd.
540648.NS,Palash Securities Limited
540649.NS,AVADH SUGAR & ENERGY LIMITED
540650.NS,Magadh Sugar & Energy Limited
540651.NS,Jigar Cables Limited
540652.NS,Captain Technocast Limited
540654.NS,GlobalSpace Technologies Limited
540669.NS,UTI Mutual Fund
540673.NS,SIS LIMITED
540678.NS,Cochin Shipyard Limited
540679.NS,SMS Lifesciences India Ltd
540680.NS,KIOCL Limited
540681.NS,CHOTHANI FOODS LIMITED
540686.NS,Smruthi Organics Limited
540691.NS,Aditya Birla Capital Ltd
540692.NS,Apex Frozen Foods Limited
540693.NS,Shish Industries Limited
540694.NS,ANG Lifesciences India Limited
540696.NS,KCD INDUSTRIES INDIA LIMITED
540699.NS,Dixon Technologies (India) Limited
540700.NS,Bharat Road Network Limited
540701.NS,Dishman Carbogen Amcis Limited
540702.NS,Lasa Supergenerics Limited
540703.NS,PRO CLB GLOBAL LIMITED
540704.NS,Matrimony.com Limited
540709.NS,Reliance Home Finance Limited
540710.NS,Capacit'e Infraprojects Limited
540715.NS,Sagar Diamonds Limited
540716.NS,ICICI Lombard General Insurance Company Limited 
540717.NS,Polo Queen Industrial and Fintech Limited 
540718.NS,AAYUSH ART AND BULLION LIMITED
540719.NS,SBI Life Insurance Company Limited
540724.NS,Prataap Snacks Limited
540725.NS,Share India Securities Limited
540726.NS,Trident Texofab Limited
540727.NS,Poojawestern Metaliks Limited
540728.NS,Sayaji Industries Limited
540729.NS,Vanta Bioscience Limited
540730.NS,Mehai Technology  Limited
540735.NS,IRIS Business Services Limited
540737.NS,Shree Ganesh Remedies Limited
540738.NS,Shreeji Translogistics Limited
540743.NS,Godrej Agrovet Limited
540749.NS,MAS Financial Services Limited
540750.NS,Indian Energy Exchange Limited
540755.NS,General Insurance Corporation of India
540756.NS,Kaarya Facilities and Services Limited
540757.NS,SHEETAL COOL PRODUCTS LIMITED
540762.NS,Tube Investments of India Ltd
540767.NS,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED
540768.NS,Mahindra Logistics Limited
540769.NS,The New India Assurance Company Limited
540774.NS,IFGL Refractories Limited
540775.NS,Khadim India Limited
540776.NS,5paisa Capital Limited
540777.NS,HDFC LIFE INSURANCE COMPANY LIMITED
540782.NS,Sanghvi Brands Limited
540786.NS,SHARIKA ENTERPRISES LIMITED
540787.NS,ICICI Prudential Mutual Fund
540788.NS,Aspira Pathlab & Diagnostics Limited
540789.NS,Diligent Media Corporation Limited
540795.NS,Dynamic Cables Limited
540796.NS,Ratnabhumi Developers Limited
540797.NS,Shalby Limited
540798.NS,Future Supply Chain Solutions Limited
540809.NS,MRC AGROTECH LIMITED
540811.NS,Diggi Multitrade Limited
540821.NS,SADHNA BROADCAST LTD
540824.NS,Astron Paper & Board Mill Limited
540829.NS,Chandrima Mercantiles limited 
540843.NS,Rithwik Facility Management Services Limited
540850.NS,Jhandewalas Foods Limited
540874.NS,7SEAS ENTERTAINMENT LIMITED
540879.NS,Apollo Micro Systems Limited
540900.NS,Newgen Software Technologies Limited
540901.NS,Praxis Home Retail Limited 
540902.NS,Amber Enterprises India Limited
540903.NS,CRP Risk Management Limited
540904.NS,TIRUPATI FOAM LIMITED
540914.NS,SRU Steels Limited
540923.NS,Ashoka Metcast Limited
540935.NS,Galaxy Surfactants Limited
540936.NS,Gautam Gems Limited
540937.NS,MEDICO REMEDIES LIMITED
540938.NS,Gujarat Hy-Spin Limited
540952.NS,LORENZINI APPARELS LIMITED
540953.NS,Kenvi Jewels Limited
540954.NS,The Indian Wood Products Co. Ltd.
540955.NS,Tasty Dairy Specialities Limited
540956.NS,Bhatia Communications & Retail (India) Limited
540961.NS,Shiva Mills Limited
540975.NS,Aster DM Healthcare Limited
540980.NS,The Yamuna Syndicate Ltd 
541005.NS,KANCO TEA & INDUSTRIES LIMITED
541006.NS,Angel Fibers Limited
541019.NS,H.G. Infra Engineering Limited
541083.NS,Inflame Appliances Limited
541096.NS,Bharat Parenterals Limited
541112.NS,Shreeshay Engineers Limited
541133.NS,APEX CAPITAL AND FINANCE LIMITED
541143.NS,Bharat Dynamics Limited
541144.NS,Active Clothing Co  Limited
541152.NS,GOYAL ALUMINIUMS LIMITED
541153.NS,Bandhan Bank Limited
541154.NS,Hindustan Aeronautics Limited
541161.NS,KBC GLOBAL LIMITED
541163.NS,Sandhar Technologies Limited
541167.NS,YASHO INDUSTRIES LIMITED
541178.NS,Benara Bearings and Pistons Limited
541179.NS,ICICI Securities Limited
541195.NS,Mishra Dhatu Nigam Limited
541196.NS,Lex Nimble Solutions Limited
541206.NS,Orissa Bengal Carrier Limited
541228.NS,Taylormade Renewables Limited
541233.NS,Lemon Tree Hotels Limited
541269.NS,Chemfab Alkalis Ltd
541276.NS,HARDWYN INDIA LIMITED
541299.NS,DR LALCHANDANI LABS LIMITED
541301.NS,Orient Electric Limited
541302.NS,Dhruv Consultancy Services Limited
541303.NS,Akshar Spintex Limited
541304.NS,Indo US Bio-Tech Limited
541313.NS,ICICI Prudential Mutual Fund
541336.NS,IndoStar Capital Finance Limited
541337.NS,Milestone Furniture Limited
541338.NS,U. H. ZAVERI LIMITED
541347.NS,Parvati Sweetners and Power Ltd.
541352.NS,Megastar Foods Limited
541353.NS,Innovators Facade Systems Limited
541358.NS,UNIFINZ CAPITAL INDIA LIMITED
541400.NS,ZIM Laboratories Limited
541402.NS,Affordable Robotic & Automation Limited
541403.NS,Dollar Industries Limited
541418.NS,NAKODA GROUP OF INDUSTRIES LIMITED
541444.NS,Palm Jewels Limited
541445.NS,Waa Solar Limited
541450.NS,Adani Green Energy Limited
541503.NS,Unick Fix-A- Form and Printers Limited
541540.NS,SOLARA ACTIVE PHARMA SCIENCES LIMITED
541546.NS,GAYATRI HIGHWAYS LTD
541556.NS,RITES Limited
541557.NS,Fine Organic Industries Limited
541578.NS,Varroc Engineering Limited
541601.NS,Rajnish Wellness Limited
541627.NS,Gujarat Winding Systems Limited
541633.NS,Sophia Traexpo Limited
541634.NS,Raw Edge Industrial Solutions Limited
541701.NS,Supershakti Metaliks Limited
541702.NS,Ashnisha Industries Limited
541703.NS,RACONTEUR GLOBAL RESOURCES LIMITED
541729.NS,HDFC Asset Management Company Limited
541735.NS,Vivanta Industries Limited
541741.NS,Fratelli Vineyards Limited
541770.NS,CreditAccess Grameen Ltd.
541771.NS,AMIN TANNERY LIMITED
541778.NS,Deep Polymers Limited
541799.NS,Sungold Media and Entertainment Limited
541809.NS,ICICI Prudential Mutual Fund
541865.NS,Add-Shop E-Retail Limited
541890.NS,Space Incubatrics Technologies Limited
541929.NS,Synergy Green Industries Limited
541945.NS,Ranjeet Mechatronics Limited
541956.NS,IRCON International Ltd
541967.NS,SKY GOLD LIMITED
541972.NS,SBI Mutual Fund
541973.NS,Mac Hotels Limited
541974.NS,Manorama Industries Limited
541983.NS,Innovative Ideals and Services (India) Limited
541988.NS,AAVAS Financiers Limited
542011.NS,Garden Reach Shipbuilders & Engineers Limited
542012.NS,A-1 LIMITED
542013.NS,Dolfin Rubbers Limited
542019.NS,Shubham Polyspin Limited
542020.NS,AKI India Limited
542025.NS,Sun Retail Limited
542034.NS,S. M. Gold Limited
542046.NS,VIVID MERCANTILE LIMITED
542057.NS,BCPL Railway Infrastructure Limited
542066.NS,ADANI TOTAL GAS LIMITED
542123.NS,The Phosphate Company Limited
542131.NS,Mirae Asset Mutual Fund
542141.NS,Techno Electric & Engineering Company Limited
542145.NS,Roni Households Limited
542146.NS,Shree Krishna Infrastructure Limited
542155.NS,Diksha Greens Limited
542176.NS,Aryan Share & Stock Brokers Ltd.
542206.NS,NIVAKA FASHIONS LIMITED
542216.NS,DALMIA BHARAT LIMITED
542230.NS,Aditya Birla Sun Life Mutual Fund
542231.NS,Nila Spaces Ltd
542232.NS,Shankar Lal Rampal Dye-Chem Limited
542233.NS,Trejhara Solutions Limited
542248.NS,Deccan Health Care Limited
542285.NS,Axita Cotton Limited
542323.NS,KPI Green Energy Limited
542332.NS,Hi-Klass Trading and Investment Limited
542333.NS,RPSG VENTURES LIMITED
542337.NS,Spencer's Retail Limited
542351.NS,Gloster Ltd
542367.NS,Xelpmoc Design and Tech Limited
542376.NS,SPA Capital Services Limited
542377.NS,Aar Shyam India Investment Company Limited
542383.NS,Ritco Logistics Limited
542399.NS,Chalet Hotels Limited
542437.NS,Anmol India Limited
542446.NS,Jonjua Overseas Limited
542459.NS,Kranti Industries Limited
542460.NS,The Anup Engineering Ltd
542477.NS,Gleam Fabmat Limited
542484.NS,Arvind Fashions Limited
542513.NS,UTI Mutual Fund
542524.NS,AMBASSADOR INTRA HOLDINGS LIMITED
542544.NS,Jyot International Marketing Limited
542579.NS,Ashapuri Gold Ornament Limited
542580.NS,Aartech Solonics Limited
542592.NS,Humming Bird Education Limited
542597.NS,MSTC Limited
542599.NS,Roopshri Resorts Limited
542627.NS,Chandni Machines Limited
542628.NS,Northern Spirits Limited
542649.NS,Rail Vikas Nigam Limited
542650.NS,Metropolis Healthcare Limited
542651.NS,KPIT Technologies Ltd
542652.NS,Polycab India Limited
542654.NS,V R FILMS & STUDIOS LIMITED
542655.NS,VIKAS LIFECARE LIMITED
542665.NS,Neogen Chemicals Limited
542666.NS,G. K. P. Printing & Packaging Limited
542667.NS,White Organic Retail Limited
542668.NS,EVANS ELECTRIC LIMITED
542669.NS,BMW INDUSTRIES LIMITED
542670.NS,Artemis Electricals and Projects Limited
542678.NS,Cian Healthcare Limited
542679.NS,Dhanashree Electronics Limited
542682.NS,Harish Textile Engineers Limited
542684.NS,Prakash Pipes Limited
542685.NS,Digicontent Limited
542694.NS,Parshva Enterprises Limited
542721.NS,Anand Rayons Limited
542724.NS,Murae Organisor Limited
542725.NS,SBC EXPORTS LIMITED
542726.NS,IndiaMART InterMESH Limited
542727.NS,City Pulse Multiplex Limited
542728.NS,SK International Export Limited
542729.NS,DCM NOUVELLE LIMITED
542730.NS,ICICI Prudential Mutual Fund
542747.NS,Nippon India Mutual Fund
542752.NS,Affle (India) Limited
542753.NS,SEACOAST SHIPPING SERVICES LIMITED
542758.NS,ICICI Prudential Mutual Fund
542759.NS,Spandana Sphoorty Financial Limited
542760.NS,STERLING AND WILSON RENEWABLE ENERGY LIMITED
542770.NS,Alphalogic Techsys Limited
542771.NS,Novateor Research Laboratories Limited
542772.NS,360 ONE WAM LIMITED
542773.NS,IIFL CAPITAL SERVICES LIMITED
542774.NS,MUFIN GREEN FINANCE LIMITED
542801.NS,Misquita Engineering Limited
542802.NS,Galactico Corporate Services Limited
542803.NS,Vaxfab Enterprises Limited
542804.NS,Nippon India Mutual Fund
542805.NS,Nippon India Mutual Fund
542806.NS,Nippon India Mutual Fund
542807.NS,Nippon India Mutual Fund
542808.NS,Nippon India Mutual Fund
542809.NS,Nippon India Mutual Fund
542810.NS,Nippon India Mutual Fund
542811.NS,Nippon India Mutual Fund
542812.NS,Gujarat Fluorochemicals Limited
542813.NS,Nippon India Mutual Fund
542814.NS,Nippon India Mutual Fund
542815.NS,Nippon India Mutual Fund
542816.NS,Nippon India Mutual Fund
542817.NS,Nippon India Mutual Fund
542818.NS,Nippon India Mutual Fund
542819.NS,Nippon India Mutual Fund
542820.NS,Nippon India Mutual Fund
542830.NS,Indian Railway Catering & Tourism Corporation Ltd
542836.NS,Nippon India Mutual Fund
542837.NS,Nippon India Mutual Fund
542838.NS,Nippon India Mutual Fund
542839.NS,Nippon India Mutual Fund
542840.NS,Nippon India Mutual Fund
542841.NS,Nippon India Mutual Fund
542842.NS,Nippon India Mutual Fund
542843.NS,Nippon India Mutual Fund
542844.NS,Nippon India Mutual Fund
542845.NS,Nippon India Mutual Fund
542846.NS,Nippon India Mutual Fund
542847.NS,Nippon India Mutual Fund
542848.NS,Nippon India Mutual Fund
542849.NS,Nippon India Mutual Fund
542850.NS,GOBLIN INDIA LIMITED
542851.NS,Gensol Engineering Limited
542852.NS,Vishwaraj Sugar Industries Limited
542857.NS,Greenpanel Industries Limited
542862.NS,Shahlon Silk Industries Limited
542863.NS,Aditya Birla Sun Life Mutual Fund
542864.NS,MOUNT HOUSING AND INFRASTRUCTURE LIMITED
542865.NS,Anuroop Packaging Limited
542866.NS,COLAB PLATFORMS LIMITED
542867.NS,CSB Bank Limited
542904.NS,Ujjivan Small Finance Bank Limited
542905.NS,Hindware Home Innovation Limited
542906.NS,Easun Capital Markets Limited
542907.NS,Prince Pipes and Fittings Limited
542911.NS,Assam Entrade Limited
542918.NS,Gian Life Care Limited
542919.NS,Artemis Medicare Services Limited
542920.NS,SUMITOMO CHEMICAL INDIA LIMITED
542921.NS,ICICI Prudential Mutual Fund
542922.NS,Mirae Asset Mutual Fund
542923.NS,TRANWAY21 TECHNOLOGIES LIMITED
542924.NS,Janus Corporation Limited
542931.NS,Vardhan Capital & Finance Limited
542933.NS,UNIVERSUS PHOTO IMAGINGS LIMITED
542934.NS,Chandra Bhagat Pharma Limited
542938.NS,Octavius Plantations Limited
543064.NS,SUVEN PHARMACEUTICALS LIMITED
543065.NS,SM Auto Stamping Limited
543066.NS,SBI CARDS AND PAYMENT SERVICES LIMITED
543144.NS,Nippon India Mutual Fund
543145.NS,Nippon India Mutual Fund
543146.NS,Nippon India Mutual Fund
543147.NS,Nippon India Mutual Fund
543148.NS,Nippon India Mutual Fund
543149.NS,Nippon India Mutual Fund
543150.NS,Nippon India Mutual Fund
543151.NS,Nippon India Mutual Fund
543152.NS,Nippon India Mutual Fund
543153.NS,Nippon India Mutual Fund
543154.NS,Nippon India Mutual Fund
543155.NS,Nippon India Mutual Fund
543156.NS,Nippon India Mutual Fund
543168.NS,Nippon India Mutual Fund
543169.NS,Nippon India Mutual Fund
543170.NS,Nippon India Mutual Fund
543171.NS,RO Jewels Limited
543172.NS,Cospower Engineering Limited
543173.NS,Nippon India Mutual Fund
543174.NS,Nippon India Mutual Fund
543175.NS,Nippon India Mutual Fund
543176.NS,Nippon India Mutual Fund
543177.NS,Nippon India Mutual Fund
543178.NS,Nippon India Mutual Fund
543179.NS,Nippon India Mutual Fund
543180.NS,Nippon India Mutual Fund
543181.NS,Nippon India Mutual Fund
543182.NS,Nippon India Mutual Fund
543183.NS,Nippon India Mutual Fund
543184.NS,Nippon India Mutual Fund
543185.NS,Nippon India Mutual Fund
543186.NS,Nippon India Mutual Fund
543187.NS,HITACHI ENERGY INDIA LIMITED
543193.NS,DJ Mediaprint & Logistics Limited
543194.NS,Nirmitee Robotics India Limited
543207.NS,Natural Biocon (India) Limited
543208.NS,REGIS INDUSTRIES LIMITED
543209.NS,Billwin Industries Limited
543210.NS,Aarti Surfactants Limited
543211.NS,BONLON INDUSTRIES LIMITED
543212.NS,Borosil Limited
543213.NS,ROSSARI BIOTECH LIMITED
543214.NS,NDR Auto Components Limited
543218.NS,SURATWWALA BUSINESS GROUP LIMITED
543219.NS,ICICI Prudential Mutual Fund
543220.NS,Max Healthcare Institute Limited
543221.NS,ICICI Prudential Mutual Fund
543223.NS, Max India Limited
543224.NS,HDFC Mutual Fund
543226.NS,UTI Mutual Fund
543227.NS,Happiest Minds Technologies Limited
543228.NS,Route Mobile Limited
543229.NS,Samrat Forgings Limited
543230.NS,ADVAIT ENERGY TRANSITIONS LIMITED
543231.NS,Archidply Decor Limited
543232.NS,Computer Age Management Services Limited
543233.NS,Chemcon Speciality Chemicals Limited
543234.NS,Secmark Consultancy Limited
543235.NS,ANGEL ONE LIMITED
543236.NS,Atam Valves Limited
543237.NS,Mazagon Dock Shipbuilders Limited
543238.NS,UTI Asset Management Company Limited
543239.NS,G M Polyplast Limited
543240.NS,Likhitha Infrastructure Limited
543241.NS,Veer Global Infraconstruction Limited
543242.NS,Hemisphere Properties India Limited
543243.NS,Equitas Small Finance Bank Limited
543244.NS,Shine Fashions (India) Limited
543245.NS, Gland Pharma Limited
543246.NS,Mirae Asset Mutual Fund
543247.NS,Net Pix Shorts Digital Media Limited
543248.NS,Restaurant Brands Asia Limited
543249.NS,TARC LIMITED
543251.NS,Ravinder Heights Limited
543252.NS,Fairchem Organics Limited
543253.NS,Mrs. Bectors Food Specialities Limited
543254.NS,Antony Waste Handling Cell Limited
543255.NS,Nippon India Mutual Fund
543256.NS,RITA FINANCE AND LEASING LIMITED
543257.NS,Indian Railway Finance Corporation
543258.NS,Indigo Paints Limited
543259.NS,Home First Finance Company India Limited
543260.NS,STOVE KRAFT LIMITED
543262.NS,MRP Agro Limited
543263.NS,SMC Global Securities Limited
543264.NS,Nureca Limited
543265.NS,RailTel Corporation of India Limited
543266.NS,Heranba Industries Limited
543267.NS,Davangere Sugar Company Limited
543268.NS,DRC Systems India Limited
543270.NS,MTAR Technologies Limited
543271.NS,Jubilant Ingrevia Limited
543272.NS,Easy Trip Planners Limited
543273.NS,Knowledge Marine & Engineering Works Limited
543274.NS,SUUMAYA CORPORATION LIMITED
543275.NS,Anupam Rasayan India Limited
543276.NS,Craftsman Automation Limited
543277.NS,Laxmi Organic Industries Limited
543278.NS,Kalyan Jewellers India Limited
543279.NS,Suryoday Small Finance Bank Limited
543280.NS,Nazara Technologies Limited
543281.NS,Suvidhaa Infoserve Limited
543282.NS,Niks Technology Limited
543283.NS,BARBEQUE-NATION HOSPITALITY LIMITED
543284.NS,EKI Energy Services Limited
543285.NS,Rajeshwari Cans Limited
543286.NS,Jetmall Spices and Masala Limited
543287.NS,Macrotech Developers Limited
543288.NS,Deep Industries Limited
543289.NS,Kuberan Global Edu Solutions Limited
543291.NS,Mirae Asset Mutual Fund
543292.NS,ICICI Prudential Mutual Fund
543297.NS,Inox Wind Energy Limited
543298.NS,Vineet Laboratories Limited
543299.NS,Shyam Metalics and Energy Limited
543300.NS,Sona BLW Precision Forgings Limited
543305.NS,Navoday Enterprises Limited
543306.NS,Dodla Dairy Limited
543308.NS,Krishna Institute of Medical Sciences Limited
543309.NS,Adeshwar Meditex Limited
543310.NS,Times Green Energy (India) Limited
543311.NS,India Pesticides Limited
543312.NS,Focus Business Solution Limited
543317.NS,G R Infraprojects Limited
543318.NS,Clean Science and Technology Limited
543319.NS,AA Plus Tradelink Limited
543320.NS,Zomato Limited
543321.NS,Tatva Chintan Pharma Chem Limited
543322.NS,ALIVUS LIFE SCIENCES LIMITED
543323.NS,Mirae Asset Mutual Fund
543324.NS,Gretex Corporate Services Limited
543325.NS,Rolex Rings Limited
543326.NS,ICICI Prudential Mutual Fund
543327.NS,Exxaro Tiles Limited
543328.NS,Krsnaa Diagnostics Limited
543329.NS,Windlas Biotech Limited
543330.NS,Devyani International Limited
543331.NS,Meghmani Organics Limited
543332.NS,Epigral Limited
543333.NS,CarTrade Tech Limited
543334.NS,Nuvoco Vistas Corporation Limited
543335.NS,Aptus Value Housing Finance India Limited
543336.NS,Chemplast Sanmar Limited
543341.NS,SHARPLINE BROADCAST LIMITED
543346.NS,Aashka Hospitals Limited
543347.NS,Axis Mutual Fund
543348.NS,Axis Mutual Fund
543349.NS,Ami Organics Limited
543350.NS,Vijaya Diagnostic Centre Limited
543351.NS,Naapbooks Limited
543352.NS,PlatinumOne Business Services Limited
543357.NS,Axis Mutual Fund
543358.NS,Sansera Engineering Limited
543363.NS,Prevest Denpro Limited
543364.NS,Markolines Pavement Technologies Limited
543365.NS,Mirae Asset Mutual Fund
543366.NS,SBL Infratech Limited
543367.NS,Paras Defence and Space Technologies Limited
543372.NS,Getalong Enterprise Limited
543373.NS,Shri Venkatesh Refineries Limited
543374.NS,Aditya Birla Sun Life AMC Limited
543375.NS,Promax Power Limited
543376.NS,Samor Reality Limited
543377.NS,Adishakti Loha and Ispat Limited
543378.NS,CWD Limited
543383.NS,ICICI Prudential Mutual Fund
543384.NS,FSN E-Commerce Ventures Limited
543386.NS,Fino Payments Bank Limited
543387.NS,S.J.S. Enterprises Limited
543388.NS,DSP Mutual Fund
543389.NS,Sigachi Industries Limited
543390.NS,PB Fintech Limited
543391.NS,Suyog Gurbaxani Funicular Ropeways Limited
543396.NS,One 97 Communications Limited
543397.NS,Sapphire Foods India Limited
543398.NS,Latent View Analytics Limited
543399.NS,Tarsons Products Limited
543400.NS,Omnipotent Industries Limited
543401.NS,Go Fashion (India) Limited
543410.NS,DMR Hydroengineering & Infrastructures Limited
