symbol,name
OAL.NS,Oriental Aromatics Limited
OBCL.NS,Orissa Bengal Carrier Limited
OBEROIRLTY.NS,Oberoi Realty Limited
OCCL.NS,Oriental Carbon & Chemicals Limited
OCCLLTD.NS,OCCL Limited
ODIGMA.NS,Odigma Consultancy Solutions Limited
OFSS.NS,Oracle Financial Services Software Limited
OIL.NS,Oil India Limited
OILCOUNTUB.NS,Oil Country Tubular Limited
OLAELEC.NS,Ola Electric Mobility Limited
OLECTRA.NS,Olectra Greentech Limited
OMAXAUTO.NS,Omax Autos Limited
OMAXE.NS,Omaxe Limited
OMINFRAL.NS,OM INFRA LIMITED
OMKARCHEM.NS,Omkar Speciality Chemicals Limited
ONELIFECAP.NS,Onelife Capital Advisors Limited
ONEPOINT.NS,One Point One Solutions Limited
ONESOURCE.NS,Onesource Specialty Pharma Limited
ONGC.NS,Oil & Natural Gas Corporation Limited
ONMOBILE.NS,OnMobile Global Limited
ONWARDTEC.NS,Onward Technologies Limited
OPTIEMUS.NS,Optiemus Infracom Limited
ORBTEXP.NS,Orbit Exports Limited
ORCHASP.NS,Orchasp Limited
ORCHPHARMA.NS,Orchid Pharma Limited
ORICONENT.NS,Oricon Enterprises Limited
ORIENTALTL.NS,Oriental Trimex Limited
ORIENTBELL.NS,Orient Bell Limited
ORIENTCEM.NS,Orient Cement Limited
ORIENTCER.NS,ORIENT CERATECH LIMITED
ORIENTELEC.NS,Orient Electric Limited
ORIENTHOT.NS,Oriental Hotels Limited
ORIENTLTD.NS,Orient Press Limited
ORIENTPPR.NS,Orient Paper & Industries Limited
ORIENTTECH.NS,Orient Technologies Limited
ORISSAMINE.NS,The Orissa Minerals Development Company Limited
ORTINGLOBE.NS,ORTIN GLOBAL LIMITED
OSIAHYPER.NS,Osia Hyper Retail Limited
OSWALAGRO.NS,Oswal Agro Mills Limited
OSWALGREEN.NS,Oswal Greentech Limited
OSWALSEEDS.NS,ShreeOswal Seeds And Chemicals Limited
PAGEIND.NS,Page Industries Limited
PAISALO.NS,Paisalo Digital Limited
PAKKA.NS,PAKKA LIMITED
PALASHSECU.NS,Palash Securities Limited
PALREDTEC.NS,Palred Technologies Limited
PANACEABIO.NS,Panacea Biotec Limited
PANACHE.NS,Panache Digilife Limited
PANAMAPET.NS,Panama Petrochem Limited
PANSARI.NS,Pansari Developers Limited
PAR.NS,Par Drugs And Chemicals Limited
PARACABLES.NS,Paramount Communications Limited
PARADEEP.NS,Paradeep Phosphates Limited
PARAGMILK.NS,Parag Milk Foods Limited
PARAS.NS,Paras Defence and Space Technologies Limited
PARASPETRO.NS,Paras Petrofils Limited
PARKHOTELS.NS,Apeejay Surrendra Park Hotels Limited
PARSVNATH.NS,Parsvnath Developers Limited
PASUPTAC.NS,Pasupati Acrylon Limited
PATANJALI.NS,Patanjali Foods Limited
PATELENG.NS,Patel Engineering Limited
PATINTLOG.NS,Patel Integrated Logistics Limited
PAVNAIND.NS,Pavna Industries Limited
PAYTM.NS,One 97 Communications Limited
PCBL.NS,PCBL Chemical Limited
PCJEWELLER.NS,PC Jeweller Limited
PDMJEPAPER.NS,Pudumjee Paper Products Limited
PDSL.NS,PDS Limited
PEARLPOLY.NS,Pearl Polymers Limited
PEL.NS,Piramal Enterprises Limited
PENIND.NS,Pennar Industries Limited
PENINLAND.NS,Peninsula Land Limited
PERSISTENT.NS,Persistent Systems Limited
PETRONET.NS,Petronet LNG Limited
PFC.NS,Power Finance Corporation Limited
PFIZER.NS,Pfizer Limited
PFOCUS.NS,Prime Focus Limited
PFS.NS,PTC India Financial Services Limited
PGEL.NS,PG Electroplast Limited
PGHH.NS,Procter & Gamble Hygiene and Health Care Limited
PGHL.NS,Procter & Gamble Health Limited
PGIL.NS,Pearl Global Industries Limited
PHOENIXLTD.NS,The Phoenix Mills Limited
PIDILITIND.NS,Pidilite Industries Limited
PIGL.NS,Power & Instrumentation (Gujarat) Limited
PIIND.NS,PI Industries Limited
PILANIINVS.NS,Pilani Investment and Industries Corporation Limited
PILITA.NS,PIL ITALICA LIFESTYLE LIMITED
PIONEEREMB.NS,Pioneer Embroideries Limited
PITTIENG.NS,Pitti Engineering Limited
PIXTRANS.NS,Pix Transmissions Limited
PKTEA.NS,The Peria Karamalai Tea & Produce Company Limited
PLASTIBLEN.NS,Plastiblends India Limited
PLATIND.NS,Platinum Industries Limited
PLAZACABLE.NS,Plaza Wires Limited
PNB.NS,Punjab National Bank
PNBGILTS.NS,PNB Gilts Limited
PNBHOUSING.NS,PNB Housing Finance Limited
PNC.NS,Pritish Nandy Communications Limited
PNCINFRA.NS,PNC Infratech Limited
PNGJL.NS,P N Gadgil Jewellers Limited
POCL.NS,Pondy Oxides & Chemicals Limited
PODDARMENT.NS,Poddar Pigments Limited
POKARNA.NS,Pokarna Limited
POLICYBZR.NS,PB Fintech Limited
POLYCAB.NS,Polycab India Limited
POLYMED.NS,Poly Medicure Limited
POLYPLEX.NS,Polyplex Corporation Limited
PONNIERODE.NS,Ponni Sugars (Erode) Limited
POONAWALLA.NS,Poonawalla Fincorp Limited
POWERGRID.NS,Power Grid Corporation of India Limited
POWERINDIA.NS,Hitachi Energy India Limited
POWERMECH.NS,Power Mech Projects Limited
PPAP.NS,PPAP Automotive Limited
PPL.NS,Prakash Pipes Limited
PPLPHARMA.NS,Piramal Pharma Limited
PRABHA.NS,Prabha Energy Limited
PRAENG.NS,Prajay Engineers Syndicate Limited
PRAJIND.NS,Praj Industries Limited
PRAKASH.NS,Prakash Industries Limited
PRAKASHSTL.NS,Prakash Steelage Limited
PRAXIS.NS,Praxis Home Retail Limited
PRECAM.NS,Precision Camshafts Limited
PRECOT.NS,Precot Limited
PRECWIRE.NS,Precision Wires India Limited
PREMEXPLN.NS,Premier Explosives Limited
PREMIER.NS,Premier Limited
PREMIERENE.NS,Premier Energies Limited
PREMIERPOL.NS,Premier Polyfilm Limited
PRESTIGE.NS,Prestige Estates Projects Limited
PRICOLLTD.NS,Pricol Limited
PRIMESECU.NS,Prime Securities Limited
PRINCEPIPE.NS,Prince Pipes And Fittings Limited
PRITI.NS,Priti International Limited
PRITIKAUTO.NS,Pritika Auto Industries Limited
PRIVISCL.NS,Privi Speciality Chemicals Limited
PROTEAN.NS,Protean eGov Technologies Limited
PROZONER.NS,Prozone Realty Limited
PRSMJOHNSN.NS,Prism Johnson Limited
PRUDENT.NS,Prudent Corporate Advisory Services Limited
PRUDMOULI.NS,Prudential Sugar Corporation Limited
PSB.NS,Punjab & Sind Bank
PSPPROJECT.NS,PSP Projects Limited
PTC.NS,PTC India Limited
PTCIL.NS,PTC Industries Limited
PTL.NS,PTL Enterprises Limited
PUNJABCHEM.NS,Punjab Chemicals & Crop Protection Limited
PURVA.NS,Puravankara Limited
PVP.NS,PVP Ventures Limited
PVRINOX.NS,PVR INOX Limited
PVSL.NS,Popular Vehicles and Services Limited
PYRAMID.NS,Pyramid Technoplast Limited
QPOWER.NS,Quality Power Electrical Equipments Limited
QUADFUTURE.NS,Quadrant Future Tek Limited
QUESS.NS,Quess Corp Limited
QUICKHEAL.NS,Quick Heal Technologies Limited
RACE.NS,Race Eco Chain Limited
RACLGEAR.NS,RACL Geartech Limited
RADAAN.NS,Radaan Mediaworks India Limited
RADHIKAJWE.NS,Radhika Jeweltech Limited
RADIANTCMS.NS,Radiant Cash Management Services Limited
RADICO.NS,Radico Khaitan Limited
RADIOCITY.NS,Music Broadcast Limited
RAILTEL.NS,Railtel Corporation Of India Limited
RAIN.NS,Rain Industries Limited
RAINBOW.NS,Rainbow Childrens Medicare Limited
RAJESHEXPO.NS,Rajesh Exports Limited
RAJMET.NS,Rajnandini Metal Limited
RAJRATAN.NS,Rajratan Global Wire Limited
RAJRILTD.NS,Raj Rayon Industries Limited
RAJSREESUG.NS,Rajshree Sugars & Chemicals Limited
RAJTV.NS,Raj Television Network Limited
RALLIS.NS,Rallis India Limited
RAMANEWS.NS,Shree Rama Newsprint Limited
RAMAPHO.NS,Rama Phosphates Limited
RAMASTEEL.NS,Rama Steel Tubes Limited
RAMCOCEM.NS,The Ramco Cements Limited
RAMCOIND.NS,Ramco Industries Limited
RAMCOSYS.NS,Ramco Systems Limited
RAMKY.NS,Ramky Infrastructure Limited
RAMRAT.NS,Ram Ratna Wires Limited
RANASUG.NS,Rana Sugars Limited
RANEENGINE.NS,Rane Engine Valve Limited
RANEHOLDIN.NS,Rane Holdings Limited
RATEGAIN.NS,Rategain Travel Technologies Limited
RATNAMANI.NS,Ratnamani Metals & Tubes Limited
RATNAVEER.NS,Ratnaveer Precision Engineering Limited
RAYMOND.NS,Raymond Limited
RAYMONDLSL.NS,Raymond Lifestyle Limited
RBA.NS,Restaurant Brands Asia Limited
RBL.NS,Rane Brake Lining Limited
RBLBANK.NS,RBL Bank Limited
RBZJEWEL.NS,RBZ Jewellers Limited
RCF.NS,Rashtriya Chemicals and Fertilizers Limited
RECLTD.NS,REC Limited
REDINGTON.NS,Redington Limited
REDTAPE.NS,Redtape Limited
REFEX.NS,Refex Industries Limited
REGENCERAM.NS,Regency Ceramics Limited
RELAXO.NS,Relaxo Footwears Limited
RELCHEMQ.NS,Reliance Chemotex Industries Limited
RELIABLE.NS,Reliable Data Services Limited
RELIANCE.NS,Reliance Industries Limited
RELIGARE.NS,Religare Enterprises Limited
RELINFRA.NS,Reliance Infrastructure Limited
RELTD.NS,Ravindra Energy Limited
REMSONSIND.NS,Remsons Industries Limited
RENUKA.NS,Shree Renuka Sugars Limited
REPCOHOME.NS,Repco Home Finance Limited
REPL.NS,Rudrabhishek Enterprises Limited
REPRO.NS,Repro India Limited
RESPONIND.NS,Responsive Industries Limited
RETAIL.NS,JHS Svendgaard Retail Ventures Limited
RGL.NS,Renaissance Global Limited
RHFL.NS,Reliance Home Finance Limited
RHIM.NS,RHI MAGNESITA INDIA LIMITED
RHL.NS,Robust Hotels Limited
RICOAUTO.NS,Rico Auto Industries Limited
RIIL.NS,Reliance Industrial Infrastructure Limited
RISHABH.NS,Rishabh Instruments Limited
RITCO.NS,Ritco Logistics Limited
RITES.NS,RITES Limited
RKDL.NS,Ravi Kumar Distilleries Limited
RKEC.NS,RKEC Projects Limited
RKFORGE.NS,Ramkrishna Forgings Limited
RKSWAMY.NS,R K Swamy Limited
RML.NS,Rane (Madras) Limited
ROHLTD.NS,Royal Orchid Hotels Limited
ROLEXRINGS.NS,Rolex Rings Limited
ROLLT.NS,Rollatainers Limited
ROLTA.NS,Rolta India Limited
ROML.NS,Raj Oil Mills Limited
ROSSARI.NS,Rossari Biotech Limited
ROSSELLIND.NS,Rossell India Limited
ROSSTECH.NS,Rossell Techsys Limited
ROTO.NS,Roto Pumps Limited
ROUTE.NS,ROUTE MOBILE LIMITED
RPEL.NS,Raghav Productivity Enhancers Limited
RPGLIFE.NS,RPG Life Sciences Limited
RPOWER.NS,Reliance Power Limited
RPPINFRA.NS,R.P.P. Infra Projects Limited
RPPL.NS,Rajshree Polypack Limited
RPSGVENT.NS,RPSG VENTURES LIMITED
RPTECH.NS,Rashi Peripherals Limited
RRKABEL.NS,R R Kabel Limited
RSSOFTWARE.NS,R. S. Software (India) Limited
RSWM.NS,RSWM Limited
RSYSTEMS.NS,R Systems International Limited
RTNINDIA.NS,RattanIndia Enterprises Limited
RTNPOWER.NS,RattanIndia Power Limited
RUBFILA.NS,Rubfila International Limited
RUBYMILLS.NS,The Ruby Mills Limited
RUCHINFRA.NS,Ruchi Infrastructure Limited
RUCHIRA.NS,Ruchira Papers Limited
RUPA.NS,Rupa & Company Limited
RUSHIL.NS,Rushil Decor Limited
RUSTOMJEE.NS,Keystone Realtors Limited
RVHL.NS,Ravinder Heights Limited
RVNL.NS,Rail Vikas Nigam Limited
RVTH.NS,Revathi Equipment India Limited
S&SPOWER.NS,S&S Power Switchgears Limited
SABEVENTS.NS,Sab Events & Governance Now Media Limited
SABTNL.NS,Sri Adhikari Brothers Television Network Limited
SADBHAV.NS,Sadbhav Engineering Limited
SADBHIN.NS,Sadbhav Infrastructure Project Limited
SADHNANIQ.NS,Sadhana Nitrochem Limited
SAFARI.NS,Safari Industries (India) Limited
SAGARDEEP.NS,Sagardeep Alloys Limited
SAGCEM.NS,Sagar Cements Limited
SAGILITY.NS,Sagility India Limited
SAH.NS,Sah Polymers Limited
SAHYADRI.NS,Sahyadri Industries Limited
SAIL.NS,Steel Authority of India Limited
SAILIFE.NS,Sai Life Sciences Limited
SAKAR.NS,Sakar Healthcare Limited
SAKHTISUG.NS,Sakthi Sugars Limited
SAKSOFT.NS,Saksoft Limited
SAKUMA.NS,Sakuma Exports Limited
SALASAR.NS,Salasar Techno Engineering Limited
SALONA.NS,Salona Cotspin Limited
SALSTEEL.NS,S.A.L. Steel Limited
SALZERELEC.NS,Salzer Electronics Limited
SAMBHAAV.NS,Sambhaav Media Limited
SAMHI.NS,Samhi Hotels Limited
SAMMAANCAP.NS,Sammaan Capital Limited
SAMPANN.NS,Sampann Utpadan India Limited
SANATHAN.NS,Sanathan Textiles Limited
SANCO.NS,Sanco Industries Limited
SANDESH.NS,The Sandesh Limited
SANDHAR.NS,Sandhar Technologies Limited
SANDUMA.NS,Sandur Manganese & Iron Ores Limited
SANGAMIND.NS,Sangam (India) Limited
SANGHIIND.NS,Sanghi Industries Limited
SANGHVIMOV.NS,Sanghvi Movers Limited
SANGINITA.NS,Sanginita Chemicals Limited
SANOFI.NS,Sanofi India Limited
SANOFICONR.NS,Sanofi Consumer Healthcare India Limited
SANSERA.NS,Sansera Engineering Limited
SANSTAR.NS,Sanstar Limited
SANWARIA.NS,Sanwaria Consumer Limited
SAPPHIRE.NS,Sapphire Foods India Limited
SARDAEN.NS,Sarda Energy & Minerals Limited
SAREGAMA.NS,Saregama India Limited
SARLAPOLY.NS,Sarla Performance Fibers Limited
SARVESHWAR.NS,Sarveshwar Foods Limited
SASKEN.NS,Sasken Technologies Limited
SASTASUNDR.NS,Sastasundar Ventures Limited
SATIA.NS,Satia Industries Limited
SATIN.NS,Satin Creditcare Network Limited
SATINDLTD.NS,Sat Industries Limited
SAURASHCEM.NS,Saurashtra Cement Limited
SBC.NS,SBC Exports Limited
SBCL.NS,Shivalik Bimetal Controls Limited
SBFC.NS,SBFC Finance Limited
SBGLP.NS,Suratwwala Business Group Limited
SBICARD.NS,SBI Cards and Payment Services Limited
SBILIFE.NS,SBI Life Insurance Company Limited
SBIN.NS,State Bank of India
SCHAEFFLER.NS,Schaeffler India Limited
SCHAND.NS,S Chand And Company Limited
SCHNEIDER.NS,Schneider Electric Infrastructure Limited
SCI.NS,Shipping Corporation Of India Limited
SCILAL.NS,Shipping Corporation of India Land and Assets Limited
SCPL.NS,Sheetal Cool Products Limited
SDBL.NS,Som Distilleries & Breweries Limited
SEAMECLTD.NS,Seamec Limited
SECMARK.NS,SecMark Consultancy Limited
SECURKLOUD.NS,SECUREKLOUD TECHNOLOGIES LIMITED
SEJALLTD.NS,Sejal Glass Limited
SELAN.NS,Selan Exploration Technology Limited
SELMC.NS,SEL Manufacturing Company Limited
SEMAC.NS,SEMAC CONSULTANTS LIMITED
SENCO.NS,Senco Gold Limited
SENORES.NS,Senores Pharmaceuticals Limited
SEPC.NS,SEPC Limited
SEQUENT.NS,Sequent Scientific Limited
SERVOTECH.NS,Servotech Renewable Power System Limited
SESHAPAPER.NS,Seshasayee Paper and Boards Limited
SETCO.NS,Setco Automotive Limited
SETUINFRA.NS,Setubandhan Infrastructure Limited
SEYAIND.NS,Seya Industries Limited
SFL.NS,Sheela Foam Limited
SGIL.NS,Synergy Green Industries Limited
SGL.NS,STL Global Limited
SGLTL.NS,Standard Glass Lining Technology Limited
SHAH.NS,Shah Metacorp Limited
SHAHALLOYS.NS,Shah Alloys Limited
SHAILY.NS,Shaily Engineering Plastics Limited
SHAKTIPUMP.NS,Shakti Pumps (India) Limited
SHALBY.NS,Shalby Limited
SHALPAINTS.NS,Shalimar Paints Limited
SHANKARA.NS,Shankara Building Products Limited
SHANTI.NS,Shanti Overseas (India) Limited
SHANTIGEAR.NS,Shanthi Gears Limited
SHARDACROP.NS,Sharda Cropchem Limited
SHARDAMOTR.NS,Sharda Motor Industries Limited
SHAREINDIA.NS,Share India Securities Limited
SHEKHAWATI.NS,Shekhawati Industries Limited
SHEMAROO.NS,Shemaroo Entertainment Limited
SHILPAMED.NS,Shilpa Medicare Limited
SHIVALIK.NS,Shivalik Rasayan Limited
SHIVAMAUTO.NS,Shivam Autotech Limited
SHIVAMILLS.NS,Shiva Mills Limited
SHIVATEX.NS,Shiva Texyarn Limited
SHK.NS,S H Kelkar and Company Limited
SHOPERSTOP.NS,Shoppers Stop Limited
SHRADHA.NS,Shradha Infraprojects Limited
SHREDIGCEM.NS,Shree Digvijay Cement Co.Ltd
SHREECEM.NS,SHREE CEMENT LIMITED
SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited
SHREERAMA.NS,Shree Rama Multi-Tech Limited
SHRENIK.NS,Shrenik Limited
SHREYANIND.NS,Shreyans Industries Limited
SHRIPISTON.NS,Shriram Pistons & Rings Limited
SHRIRAMFIN.NS,Shriram Finance Limited
SHRIRAMPPS.NS,Shriram Properties Limited
SHYAMCENT.NS,Shyam Century Ferrous Limited
SHYAMMETL.NS,Shyam Metalics and Energy Limited
SHYAMTEL.NS,Shyam Telecom Limited
SICALLOG.NS,Sical Logistics Limited
SIEMENS.NS,Siemens Limited
SIGACHI.NS,Sigachi Industries Limited
SIGIND.NS,Signet Industries Limited
SIGMA.NS,Sigma Solve Limited
SIGNATURE.NS,Signatureglobal (India) Limited
SIGNPOST.NS,Signpost India Limited
SIKKO.NS,Sikko Industries Limited
SIL.NS,Standard Industries Limited
SILGO.NS,Silgo Retail Limited
SILINV.NS,SIL Investments Limited
SILLYMONKS.NS,Silly Monks Entertainment Limited
SILVERTUC.NS,Silver Touch Technologies Limited
SIMBHALS.NS,Simbhaoli Sugars Limited
SIMPLEXINF.NS,Simplex Infrastructures Limited
SINCLAIR.NS,Sinclairs Hotels Limited
SINDHUTRAD.NS,Sindhu Trade Links Limited
SINTERCOM.NS,Sintercom India Limited
SIRCA.NS,Sirca Paints India Limited
SIS.NS,SIS LIMITED
SITINET.NS,Siti Networks Limited
SIYSIL.NS,Siyaram Silk Mills Limited
SJS.NS,S.J.S. Enterprises Limited
SJVN.NS,SJVN Limited
SKFINDIA.NS,SKF India Limited
SKIPPER.NS,Skipper Limited
SKMEGGPROD.NS,SKM Egg Products Export (India) Limited
SKYGOLD.NS,Sky Gold Limited
SMARTLINK.NS,Smartlink Holdings Limited
SMCGLOBAL.NS,SMC Global Securities Limited
SMLISUZU.NS,SML Isuzu Limited
SMLT.NS,Sarthak Metals Limited
SMSLIFE.NS,SMS Lifesciences India Limited
SMSPHARMA.NS,SMS Pharmaceuticals Limited
SNOWMAN.NS,Snowman Logistics Limited
SOBHA.NS,Sobha Limited
SOFTTECH.NS,Softtech Engineers Limited
SOLARA.NS,Solara Active Pharma Sciences Limited
SOLARINDS.NS,Solar Industries India Limited
SOMANYCERA.NS,Somany Ceramics Limited
SOMATEX.NS,Soma Textiles & Industries Limited
SOMICONVEY.NS,Somi Conveyor Beltings Limited
SONACOMS.NS,Sona BLW Precision Forgings Limited
SONAMLTD.NS,SONAM LIMITED
SONATSOFTW.NS,Sonata Software Limited
SOTL.NS,Savita Oil Technologies Limited
SOUTHBANK.NS,The South Indian Bank Limited
SOUTHWEST.NS,South West Pinnacle Exploration Limited
SPAL.NS,S. P. Apparels Limited
SPANDANA.NS,Spandana Sphoorty Financial Limited
SPARC.NS,Sun Pharma Advanced Research Company Limited
SPCENET.NS,Spacenet Enterprises India Limited
SPECIALITY.NS,Speciality Restaurants Limited
SPECTRUM.NS,Spectrum Electrical Industries Limited
SPENCERS.NS,Spencer's Retail Limited
SPIC.NS,Southern Petrochemicals Industries Corporation  Limited
SPLIL.NS,SPL Industries Limited
SPLPETRO.NS,Supreme Petrochem Limited
SPMLINFRA.NS,SPML Infra Limited
SPORTKING.NS,Sportking India Limited
SRD.NS,Shankar Lal Rampal Dye-Chem Limited
SREEL.NS,Sreeleathers Limited
SRF.NS,SRF Limited
SRGHFL.NS,SRG Housing Finance Limited
SRHHYPOLTD.NS,Sree Rayalaseema Hi-Strength Hypo Limited
SRM.NS,SRM Contractors Limited
SRPL.NS,Shree Ram Proteins Limited
SSDL.NS,Saraswati Saree Depot Limited
SSWL.NS,Steel Strips Wheels Limited
STALLION.NS,Stallion India Fluorochemicals Limited
STANLEY.NS,Stanley Lifestyles Limited
STAR.NS,Strides Pharma Science Limited
STARCEMENT.NS,Star Cement Limited
STARHEALTH.NS,Star Health and Allied Insurance Company Limited
STARPAPER.NS,Star Paper Mills Limited
STARTECK.NS,Starteck Finance Limited
STCINDIA.NS,The State Trading Corporation of India Limited
STEELCAS.NS,Steelcast Limited
STEELCITY.NS,Steel City Securities Limited
STEELXIND.NS,STEEL EXCHANGE INDIA LIMITED
STEL.NS,Stel Holdings Limited
STERTOOLS.NS,Sterling Tools Limited
STLTECH.NS,Sterlite Technologies Limited
STOVEKRAFT.NS,Stove Kraft Limited
STYLAMIND.NS,Stylam Industries Limited
STYLEBAAZA.NS,Baazar Style Retail Limited
STYRENIX.NS,Styrenix Performance Materials Limited
SUBEXLTD.NS,Subex Limited
SUBROS.NS,Subros Limited
SUDARSCHEM.NS,Sudarshan Chemical Industries Limited
SUKHJITS.NS,Sukhjit Starch & Chemicals Limited
SULA.NS,Sula Vineyards Limited
SUMICHEM.NS,Sumitomo Chemical India Limited
SUMIT.NS,Sumit Woods Limited
SUMMITSEC.NS,Summit Securities Limited
SUNCLAY.NS,Sundaram Clayton Limited
SUNDARAM.NS,Sundaram Multi Pap Limited
SUNDARMFIN.NS,Sundaram Finance Limited
SUNDARMHLD.NS,Sundaram Finance Holdings Limited
SUNDRMBRAK.NS,Sundaram Brake Linings Limited
SUNDRMFAST.NS,Sundram Fasteners Limited
SUNDROP.NS,Sundrop Brands Limited
SUNFLAG.NS,Sunflag Iron And Steel Company Limited
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited
SUNTECK.NS,Sunteck Realty Limited
SUNTV.NS,Sun TV Network Limited
SUPERHOUSE.NS,Superhouse Limited
SUPERSPIN.NS,Super Spinning Mills Limited
SUPRAJIT.NS,Suprajit Engineering Limited
SUPREME.NS,Supreme Holdings & Hospitality (India) Limited
SUPREMEENG.NS,Supreme Engineering Limited
SUPREMEIND.NS,Supreme Industries Limited
SUPREMEINF.NS,Supreme Infrastructure India Limited
SUPRIYA.NS,Supriya Lifescience Limited
SURAJEST.NS,Suraj Estate Developers Limited
SURAJLTD.NS,Suraj Limited
SURAKSHA.NS,Suraksha Diagnostic Limited
SURANASOL.NS,Surana Solar Limited
SURANAT&P.NS,Surana Telecom and Power Limited
SURYALAXMI.NS,Suryalakshmi Cotton Mills Limited
SURYAROSNI.NS,Surya Roshni Limited
SURYODAY.NS,Suryoday Small Finance Bank Limited
SUTLEJTEX.NS,Sutlej Textiles and Industries Limited
SUULD.NS,Suumaya Industries Limited
SUVEN.NS,Suven Life Sciences Limited
SUVENPHAR.NS,Suven Pharmaceuticals Limited
SUVIDHAA.NS,Suvidhaa Infoserve Limited
SUYOG.NS,Suyog Telematics Limited
SUZLON.NS,Suzlon Energy Limited
SVLL.NS,Shree Vasu Logistics Limited
SVPGLOB.NS,SVP GLOBAL TEXTILES LIMITED
SWANENERGY.NS,Swan Energy Limited
SWARAJENG.NS,Swaraj Engines Limited
SWELECTES.NS,Swelect Energy Systems Limited
SWIGGY.NS,Swiggy Limited
SWSOLAR.NS,Sterling and Wilson Renewable Energy Limited
SYMPHONY.NS,Symphony Limited
SYNCOMF.NS,Syncom Formulations (India) Limited
SYNGENE.NS,Syngene International Limited
SYRMA.NS,Syrma SGS Technology Limited
TAINWALCHM.NS,Tainwala Chemical and Plastic (I) Limited
TAJGVK.NS,Taj GVK Hotels & Resorts Limited
TAKE.NS,Take Solutions Limited
TALBROAUTO.NS,Talbros Automotive Components Limited
TANLA.NS,Tanla Platforms Limited
TARACHAND.NS,Tara Chand InfraLogistic Solutions Limited
TARAPUR.NS,Tarapur Transformers Limited
TARC.NS,TARC Limited
TARIL.NS,Transformers And Rectifiers (India) Limited
TARMAT.NS,Tarmat Limited
TARSONS.NS,Tarsons Products Limited
TASTYBITE.NS,Tasty Bite Eatables Limited
TATACHEM.NS,Tata Chemicals Limited
TATACOMM.NS,Tata Communications Limited
